Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT (min),Avg_CTAT (min),Canceled_Rides_by_Customer,Reason_for_Canceling_by_Customer,Canceled_Rides_by_Driver,Reason_for_Canceling_by_Driver,Trip_Distance,Ride_Fare,Payment_Method,Driver_ID,Customer_Rating,Driver_Rating
27-08-2026,20:49,BKG1000093,Completed,CUST100626,Prime Sedan,Yeshwanthpur,Sarjapur,4,25,No,N/A,No,N/A,21.4,85.95,Card,DRV16571,4.3,3.7
13-08-2026,03:41,BKG1000094,Completed,CUST116569,Mini,Varthur,Malleshwaram,18,7,No,N/A,No,N/A,5.5,320.03,Wallet,DRV15755,4.2,3.9
28-08-2026,18:02,BKG1000095,Completed,CUST115942,eBike,Kengeri,Devanahalli,7,6,No,N/A,No,N/A,26.5,1174.81,UPI,DRV15401,3,4
09-08-2026,13:17,BKG1000096,Completed,CUST119311,eBike,Whitefield,Sadashivanagar,11,9,No,N/A,No,N/A,20.3,811.7,UPI,DRV10275,4.4,4.8
08-08-2026,19:20,BKG1000097,Completed,CUST119667,Mini,Marathahalli,Bommasandra,6,9,No,N/A,No,N/A,16.6,634.58,Card,DRV10898,3.9,3.6
22-08-2026,13:59,BKG1000098,Completed,CUST120078,Prime Sedan,Kadugodi,Hoodi,17,18,No,N/A,No,N/A,12.7,782.75,UPI,DRV11911,3.9,4.1
20-08-2026,18:35,BKG1000099,Cancelled by Customer,CUST108686,eBike,Bellandur,Yelahanka,20,25,Yes,AC is Not working (Only for 4 wheelers),No,N/A,13.4,799.91,UPI,DRV16108,4.5,4.6
05-08-2026,14:28,BKG1000100,Completed,CUST120741,Prime SUV,Bommanahalli,KR Puram,5,6,No,N/A,No,N/A,17.3,476.4,Card,DRV11919,3.6,3.9
26-08-2026,17:56,BKG1000101,Completed,CUST102066,eBike,Jayanagar,Sadashivanagar,17,7,No,N/A,No,N/A,13.2,1118.74,UPI,DRV17316,4.2,3.8
07-08-2026,09:35,BKG1000102,Completed,CUST100434,Mini,Adugodi,Richmond Road,8,23,No,N/A,No,N/A,18,278.67,Cash,DRV11080,4.2,3.8
25-08-2026,21:44,BKG1000103,Completed,CUST109055,Prime Sedan,Jayanagar,Sarjapur,12,4,No,N/A,No,N/A,5.9,1087.28,Card,DRV11823,4.7,4.9
01-08-2026,06:32,BKG1000104,Completed,CUST103710,Mini,Ejipura,Sarjapur,7,25,No,N/A,No,N/A,11.2,1073.63,UPI,DRV15617,3.6,4.5
25-08-2026,17:24,BKG1000105,Completed,CUST119732,Mini,Yelahanka,Frazer Town,6,18,No,N/A,No,N/A,23.7,206.74,Card,DRV13176,4.4,4
25-08-2026,07:46,BKG1000106,Cancelled by Customer,CUST111500,Prime Sedan,Hoodi,Adugodi,3,23,Yes,Driver asked to cancel,No,N/A,23.2,1162.8,Cash,DRV14856,3.6,3.5
25-08-2026,18:21,BKG1000107,Completed,CUST115853,Prime Sedan,Frazer Town,Bommanahalli,19,7,No,N/A,No,N/A,14.3,613.33,UPI,DRV14968,3.4,4
21-08-2026,20:56,BKG1000108,Cancelled by Customer,CUST101951,Mini,Sadashivanagar,Cunningham Road,15,19,Yes,AC is Not working (Only for 4 wheelers),No,N/A,6.4,449.85,Card,DRV16367,3.6,4.9
15-08-2026,04:19,BKG1000109,Completed,CUST120657,Prime Sedan,Hoodi,CV Raman Nagar,19,7,No,N/A,No,N/A,13.5,1140.25,Card,DRV11200,4.1,4.4
22-08-2026,15:50,BKG1000110,Completed,CUST121453,Auto,Adugodi,Jayanagar,4,3,No,N/A,No,N/A,29.5,1013.65,UPI,DRV13110,3.2,4.3
09-08-2026,12:04,BKG1000111,Completed,CUST101132,Bike,HSR Layout,JP Nagar,15,28,No,N/A,No,N/A,14.8,981.36,UPI,DRV14951,4.2,3.4
25-08-2026,09:30,BKG1000112,Completed,CUST111762,Mini,Ulsoor,Kalyan Nagar,18,27,No,N/A,No,N/A,17.5,492.73,UPI,DRV17933,4.3,4.1
18-08-2026,06:28,BKG1000113,Cancelled by Driver,CUST122272,Auto,Whitefield,Basavanagudi,11,26,No,N/A,Yes,Vehicle breakdown,11.8,288.2,Cash,DRV12734,3,3.6
15-08-2026,14:56,BKG1000114,Cancelled by Customer,CUST100527,Mini,HSR Layout,Cooke Town,19,17,Yes,AC is Not working (Only for 4 wheelers),No,N/A,13.2,636.9,Card,DRV17474,3.3,4.8
16-08-2026,19:22,BKG1000115,Completed,CUST105421,Prime Sedan,HSR Layout,HSR Sector 2,20,25,No,N/A,No,N/A,8.1,763.4,Wallet,DRV11547,4.6,4.8
18-08-2026,08:25,BKG1000116,Completed,CUST101282,Prime Sedan,Electronic City,Sadashivanagar,6,10,No,N/A,No,N/A,8.9,1033.8,UPI,DRV15351,3.5,4
02-08-2026,08:03,BKG1000117,Completed,CUST115784,Prime Sedan,Ulsoor,Banashankari,16,28,No,N/A,No,N/A,9.9,786.98,UPI,DRV12164,3.5,4.4
05-08-2026,20:04,BKG1000118,Completed,CUST104456,Prime SUV,Domlur,Yeshwanthpur,16,17,No,N/A,No,N/A,5.6,722.11,UPI,DRV14492,4.7,4.2
08-08-2026,18:33,BKG1000119,Completed,CUST105970,Prime Sedan,Brookefield,Kengeri,10,4,No,N/A,No,N/A,19.9,1139.92,UPI,DRV14880,3.8,4.1
04-08-2026,17:07,BKG1000120,Completed,CUST122386,Auto,Hebbal,BTM 2nd Stage,15,24,No,N/A,No,N/A,23.4,1143.64,UPI,DRV12814,3.4,3.1
14-08-2026,14:20,BKG1000121,Completed,CUST119303,Mini,Yelahanka,Brookefield,16,21,No,N/A,No,N/A,29.4,991.92,UPI,DRV10394,3.8,5
21-08-2026,02:57,BKG1000122,Completed,CUST104891,Prime Sedan,Hoodi,Lalbagh,16,19,No,N/A,No,N/A,1.7,311.16,UPI,DRV16989,4.1,4.1
21-08-2026,03:17,BKG1000123,Completed,CUST121607,Bike,BTM Layout,Richmond Road,11,4,No,N/A,No,N/A,19.1,1092.44,Cash,DRV10601,4.7,3.1
15-08-2026,01:56,BKG1000124,Completed,CUST100367,Bike,BTM 2nd Stage,HSR Layout,12,8,No,N/A,No,N/A,28.4,150.87,UPI,DRV16039,4.8,4.2
27-08-2026,07:25,BKG1000125,Completed,CUST115491,Prime Sedan,Cunningham Road,Vijayanagar,7,17,No,N/A,No,N/A,23.9,640.21,Cash,DRV11549,5,4.7
18-08-2026,00:54,BKG1000126,Completed,CUST124388,Mini,Kalyan Nagar,Shanti Nagar,17,3,No,N/A,No,N/A,27.9,377.81,UPI,DRV14191,4.8,3
03-08-2026,11:20,BKG1000127,Completed,CUST102800,eBike,Basavanagudi,Malleshwaram,8,4,No,N/A,No,N/A,26.5,53.3,UPI,DRV15717,3.3,3.3
24-08-2026,00:45,BKG1000128,Completed,CUST116416,Prime SUV,Ejipura,Adugodi,9,11,No,N/A,No,N/A,25,581.78,Card,DRV16657,4.4,4.7
18-08-2026,23:08,BKG1000129,Completed,CUST116860,Mini,Bellandur,Kadugodi,14,18,No,N/A,No,N/A,9.5,946.32,Cash,DRV16366,4.4,3.3
20-08-2026,11:40,BKG1000130,Completed,CUST101244,eBike,Sanjay Nagar,RT Nagar,9,19,No,N/A,No,N/A,8.5,546.17,UPI,DRV16204,4,4.6
18-08-2026,00:20,BKG1000131,Completed,CUST109276,Prime Plus,Electronic City,Bommasandra,13,4,No,N/A,No,N/A,3.5,238.56,Cash,DRV10283,3.5,4.3
18-08-2026,04:50,BKG1000132,Completed,CUST111866,Prime Plus,Frazer Town,Whitefield,19,20,No,N/A,No,N/A,17.3,69.21,UPI,DRV17214,4.8,4
03-08-2026,04:27,BKG1000133,Completed,CUST103039,Prime Plus,Indiranagar,HSR Sector 2,18,23,No,N/A,No,N/A,5.9,852.39,UPI,DRV14440,3.2,3.3
18-08-2026,16:26,BKG1000134,Completed,CUST106058,Mini,Hoodi,BTM Layout,4,10,No,N/A,No,N/A,20.3,443.62,Cash,DRV11302,3.2,4.2
25-08-2026,18:39,BKG1000135,Completed,CUST122604,Mini,Bellandur,Adugodi,9,14,No,N/A,No,N/A,26.1,564.51,UPI,DRV11210,3.5,3.6
10-08-2026,11:32,BKG1000136,Completed,CUST116975,Prime SUV,Koramangala,Kengeri,20,13,No,N/A,No,N/A,3.1,880.37,UPI,DRV14901,3.1,3.2
19-08-2026,17:33,BKG1000137,Completed,CUST104616,Mini,JP Nagar,CV Raman Nagar,12,27,No,N/A,No,N/A,15.4,1175.86,Card,DRV10449,3.4,4.4
01-08-2026,02:53,BKG1000138,Completed,CUST119127,Auto,MG Road,Frazer Town,12,30,No,N/A,No,N/A,18,918.28,Card,DRV11292,3.2,3.3
11-08-2026,07:44,BKG1000139,Completed,CUST124614,Bike,JP Nagar,Rajajinagar,4,30,No,N/A,No,N/A,22.1,683.9,Card,DRV16759,4.9,4.1
14-08-2026,00:03,BKG1000140,Completed,CUST109170,Prime Plus,Cunningham Road,Hoodi,13,11,No,N/A,No,N/A,12.5,638.96,Card,DRV14941,4.2,3.9
31-08-2026,09:57,BKG1000141,Completed,CUST109694,Mini,Brookefield,Hoodi,17,27,No,N/A,No,N/A,4.4,758.73,UPI,DRV17682,4.8,3.8
07-08-2026,00:33,BKG1000142,Completed,CUST107880,Prime SUV,MG Road,Marathahalli,7,17,No,N/A,No,N/A,15.4,178.04,UPI,DRV13952,4,4.2
09-08-2026,18:04,BKG1000143,Completed,CUST117506,Mini,Jayanagar,Adugodi,18,3,No,N/A,No,N/A,12.9,79.77,UPI,DRV16848,3.9,3.7
13-08-2026,12:22,BKG1000144,No Driver Found,CUST120761,Prime Sedan,Frazer Town,Shanti Nagar,6,20,No,N/A,No,N/A,21.7,931.32,Card,DRV10478,3.7,3.7
31-08-2026,18:01,BKG1000145,Completed,CUST116252,Prime Sedan,Kengeri,Bommanahalli,7,3,No,N/A,No,N/A,1.8,575.72,Cash,DRV11704,4.9,4.8
27-08-2026,14:33,BKG1000146,Completed,CUST113394,Auto,Indiranagar,Rajajinagar,5,6,No,N/A,No,N/A,5.6,413.98,UPI,DRV12081,4.6,4.7
02-08-2026,00:37,BKG1000147,Cancelled by Customer,CUST104615,Bike,JP Nagar,Hoodi,7,30,Yes,Change of plans,No,N/A,18.1,353.77,UPI,DRV17428,4.6,4.7
08-08-2026,08:57,BKG1000148,Completed,CUST105538,Auto,Electronic City,Kengeri,16,23,No,N/A,No,N/A,27.3,652.32,UPI,DRV12950,3.8,3.4
